Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Male,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,89,93,86,94,89,88,90,96,83,86,87,92,88,91,87.8,89.4,91.2,1306,1204,1003,316,221,10,337,237,57,321,230,35P,MAAP20,SCAP40,ENAP12,95,85,90,,86,88,,83,92,95,97,89,89,94,86,90,,,,88,93,89,93,89,94,87,91,87,91
Female,White/No,English,12,BL,2012,Carmel,NY,10512,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,96,94,96,95,94,96,97,96,99,95,99,97,97,98,96.4,96,96.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SCAP40,ENAP12,97,98,94,94,96,96,,99,97,96,93,96,96,95,,97,95,,,97,96,95,94,94,96,99,98,99,98
Male,White/No,English,0,,,Mahopac,NY,10541,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,8,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,75,,,,,,,,83,89,,,,,,,,,,89,85,,,,,,,
Male,White/No,English,12,BL,2011,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,88,70,79,82,70,84,67,85,72,78,88,76.75,78.75,78.25,,,,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA0080,SC1110,EN1110,MA1110,SC1210,EN1210,,,72,72,79,72,,,,,,88,88,82,,67,,78,,,,,,70,70,85,88,,
Male,White/No,English,11,BL,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,85,79,,,,,,,75,85,79,,,,,,,314,220,21,,,,,,,,,,,75,,,,,,,,,85,,,,,,,,,,,79,,,,
Male,White/No,English,1,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,-1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,GC,2016,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,71199941,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,82,92,90,81,93,80,76,84,97,74,82,93,,,94,78.25,87.75,90.8,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1110,SC1140,EN1010,MA1210,SC1210,ENAP11,,,ENAP12,93,90,82,82,81,76,74,,,95,96,92,92,93,,84,,82,,,91,90,90,80,97,93,94,93,94
Male,White/No,English,5,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,91,94,86,86,87,81,81,94,90,85,92,85,92,91,87,87,91.6,1708,1204,1003,310,221,10,341,237,20,319P,230,35P,MAAP10,SC1210,ENAP12,91,90,86,86,81,,90,85,,94,96,91,91,86,85,81,,92,,,93,90,94,87,94,92,91,92,91
Male,White/No,English,12,BL,2008,Purdys,NY,10578,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,83,,73,78,83,81,,87,91,,86,90,90,94,84.2,83.66666667,87.5,1708,1205,,394,211,13,311,,24,392,,33P,MA0020,SC1210,EN1210,82,74,73,90,,,,,,83,86,83,78,85,,,,90,,,83,79,82,83,87,86,94,,
Male,White/No,English,12,BL,2011,Somers,NY,10589,English,No,Attend 2 Year college in NYS,Local Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,68,70,69,71,72,79,,87,93,69.5,70,80.33333333,,,,,SC0920,,MA0932,SC1030,EN0030,MA1150,SC1030,EN1130,,SC0051,EN1230,,69,73,,,,,,,,,75,51,,,,,,,,,72,74,,,,,,
Female,White/No,English,12,GC,2015,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96,93,89,91,92,80,80,96,91,85,93,83,96,100,86,89.6,94.8,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP10,ENAP11,MAAP10,SC1210,ENAP12,95,92,87,87,89,80,91,83,,94,93,96,96,91,85,80,,96,,,95,92,93,92,96,93,100,93,100
Male,White/No,Albanian,9,JD,,Brewster,NY,10509,Albanian,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,89,83,,,,,,,,,,,,,73,89,83,MA0810,SC0810,EN0810,,,,,,,,,,,,,76,77,73,,,,,,,77,77,89,,,,,,,,,74,68,83,,,,,,
Male,White/No,English,12,GC,2009,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,82,71,81,85,85,85,69,67,86,84,76,87,90,75.8,83.8,82,1309,1205,1003,324,211,11,349,220,21,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,79,82,80,71,85,67,76,,,74,84,80,81,85,,86,,87,,,79.33,84,82,85,69,84,90,,
Male,White/No,English,12,BL,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,87,93,88,92,90,91,90,92,86,96,94,82,93,93,87.6,91.6,92.4,1309,1204,1003,311,221,10,314,237,20,318,240,35,329,225P,40P,90,90,91,88,91,86,,,,89,92,87,87,92,,90,,96,,,94,93,93,90,92,,93,,93
Male,White/No,English,12,BL,2007,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,71,,,79,,94,90,86,82,85,83.5,88,81.25,,,,311,,13,,,24,,1901,49,322P,239P,39P,,,81,81,88,82,,,,,,,,73,,,,,,,,,,71,79,80,85,,
Male,White/No,English,12,BL,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,80,73,84,88,83,,,,,,,81,84,78,,,,391,211,11,347,220,21,,,,,,,,,,,,,,,,,,80,80,88,,,,,,,,,,73,83,,,,
Male,White/No,English,12,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,,,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2009,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,89,92,79,89,87,76,88,91,68,75,91,95,97,98,80.4,87.6,91.8,1309,1205,1003,324,211,11,349,220,21,MA1110,SC1110,ENAP11,MA1210,SC1210,ENAP12,88.67,83,84,79,76,68,95,,,85,86,89,89,88,,75,,97,,,89,87,92,87,91,91,98,91,98
Female,White/No,English,11,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,84,83,76,79,77,71,76,84,,,,,,,77.33333333,79.66666667,81.33333333,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,,,,,,,90,71,85,76,71,,,,,78,81,84,79,76,,,,,,,81,79,83,77,84,,,,
Male,White/No,English,12,JD,2019,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents with Honors,,39609517,75539797,2253028U,,,3,,,,,,,,,4,4,,3,,,,,,,,,,,90,95,91,90,92,93,84,85,91,84,83,98,85,95,98,86.6,90,94.2,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1040,SC1140,EN1040,MA1140,SCAP10,ENAP11,MAAP10,SC1210,ENAP12,89,90,90,90,84,84,,85,,88,91,95,95,92,83,85,,95,,,85,90,91,93,91,98,98,98,98
Female,White/No,English,12,BL,2016,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,71199321,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,94,96,87,90,91,86,88,81,89,82,88,91,77,91,96,86.2,89.4,89.8,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1040,MA1110,SC1110,ENAP11,MA1210,SC0050,ENAP12,87,75,94,90,88,82,77,,,83,71,96,91,81,,88,,,,,82,78,87,86,89,91,96,91,96
Female,White/No,English,12,BL,2008,Croton Falls,NY,10519,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,79,83,85,83,87,82,76,85,80,90,82,95,95,94,85,84.6,86.2,1309,1205,1003,311,211,11,314,220,21,318,232,31,MA1210,SC1210,EN1210,79,80,83,85,82,80,95,,,81,80,79,83,76,,90,,95,,,77,79,83,87,85,82,94,,
Male,White/No,English,12,JD,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,92,87,83,85,90,82,90,93,83,93,92,,,,83.5,90,90.5,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1010,SC1110,EN1040,MA1110,SC1210,ENAP11,,,,91,86,86,83,82,83,,,,95,91,92,92,85,,90,,93,,,90,86,87,90,93,92,,92,
Male,White/No,English,12,GC,2016,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,71199932,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,80,89,90,81,85,82,80,90,84,86,91,93,72,,97,79.8,88.75,89.2,MA0840,SC0840,EN0810,MA1010,SC1010,EN0940,MA1110,SC1110,EN1010,MA1210,SC1210,EN1110,MAAP10,,ENAP12,87,87,80,80,81,80,86,72,,81,84,89,89,85,,90,,91,,,81,83,90,82,84,93,97,,97
Male,White/No,English,12,JD,2020,North Salem,NY,10560,English,No,Attend 2 Year college outside NYS,Regents with CTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,66,70,68,68,73,80,74,66,82,75,,,,77.25,74.75,70.75,MA0855,SC0830,EN0835,MA0930,SC0080,EN0930,MA1150,SC0085,EN0935,MA1030,SC0015,EN1130,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2020,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,GC,2014,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,80,84,70,71,78,73,78,82,65,83,89,,,94,77,78,85.4,MA0850,SC0810,EN0810,MA0920,SC0910,EN0910,MA0045,SC1010,EN1010,MA1130,SC0055,EN1110,,,EN1210,77,76,77,70,,,,,,76,76,80,71,78,,,,,,,83,76,84,78,82,89,94,,
Female,Multiracial/No,English,12,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,39610922,75540736,,,,,5,5,5,,,,,,3,3,,,,,,,3,,,,,,97,99,97,97,98,98,98,97,98,92,97,99,92,95,98,95.2,97.2,98,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SCAP40,ENAP12,98,99,97,97,97,98,,92,92,100,100,99,99,98,,97,,97,,95,98,96,97,98,98,99,98,99,98
Female,White/Yes,English,10,BL,,North Salem,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,82,77,73,93,86,,,,,,,,,,74.5,87.5,81.5,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,,,,,,,,,,65,65,76,73,,,,,,66,67,82,93,,,,,,,,67,65,77,86,,,,,
Male,White/Yes,Spanish,12,JD,,Brewster,NY,10509,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,87,79,70,81,76,76,70,72,68,78,65,,,,73.25,79,73,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA0040,SC1010,EN1010,MA1170,SC1110,EN1110,,,,83,81,79,70,76,,,,,85,82,87,81,70,,78,,,,,77,75,79,76,72,65,,,
Female,White/No,English,12,BL,2007,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,92,88,80,86,89,67,91,96,69,71,77,,90,90,77.75,86,88,1708,1205,1003,311,211,11,314,221,46,318,237,35,,240,40P,86,91,87,80,67,69,,,,88,90,92,86,91,,71,,90,,,90,93,88,89,89,,90,,90
Female,White/No,English,12,BL,2009,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,86,79,52,73,70,87,76,60,65,75,68,,,,74,77.5,69.25,1708,1205,1003,324,211,11,347,220,21,MA1010,SC0055,EN1110,,,,,67,65,52,65,,,,,65,77,86,73,76,,,,,,,67.33,73,79,70,85,68,,,
Female,White/No,English,12,BL,2018,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents,,39623188,75541431,,,,2,,,,,,,,,3,2,,,,,,,,,,,,,82,91,93,84,91,86,78,75,95,80,80,95,68,86,80,78.4,84.6,89.8,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1140,EN1010,MA1210,SCAP10,ENAP11,MA1240,SC1210,ENAP12,84,90,82,82,84,78,68,,,86,92,91,91,91,80,75,,86,,,88,88,93,86,95,95,80,95,80
Male,White/No,English,11,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,79,83,94,91,93,96,95,,,,,,,92,93.33333333,88.33333333,MA0850,SC0820,EN0820,MA0920,SC0910,EN0920,MA1010,SC1010,EN1010,,,,,,,85,77,74,83,93,,,,,82,88,90,94,96,,,,,,,87,78,79,91,95,,,,
Male,White/No,English,12,BL,2020,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,X711UV43,X711UV43,,3,2,,,,3,,,,4,3,,,,,,,1,,,,,,90,95,96,85,92,94,90,89,92,92,90,99,83,91,99,88,91.4,96,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP10,ENAP11,MAAP10,SCAP40,ENAP12,98,95,90,90,85,90,92,83,,97,96,95,95,92,90,89,,,,91,94,96,96,94,92,99,99,99,99
Female,White/No,English,12,GC,2015,Brewster,NY,10509,English,No,Attend other postsecondary school in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,87,83,85,85,78,66,77,74,95,75,80,76,85,91,81,81.8,81.2,MA0810,SC0810,EN0810,MA0915,SC0910,EN0910,MA1010,SC1010,EN1010,MA0080,SC1110,EN1110,MA1120,SC1210,EN1210,83,73,83,,66,76,,,,80,74,87,85,77,,75,,85,,,81,73,83,78,74,80,91,,
Male,White/No,English,12,GC,2011,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,88,83,84,89,84,86,78,82,77,82,89,87,88,90,84.2,85,85.6,1309P,1204P,1003P,MA0910,SC1040,EN0910,MA1010,SC1140,EN1010,MA1110,SC1210,EN1110,MA1210,SCAP30,EN1210,74,81,87,84,86,77,87,,,78,86,,,89,,78,,82,,,80,82,83,84,82,89,90,,
Female,White/No,English,12,GC,2010,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,93,93,88,88,89,84,84,89,85,95,91,84,,96,86.2,90,91.6,1306,1204,1003,345,221,10P,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP30,,ENAP12,98,91,90,,88,84,,85,,97,91,93,93,88,,84,,95,,,95,93,93,89,89,91,96,91,96
Male,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2017,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents with Honors,70803763,39610892,,,,,,,,,4,,,,,4,3,,,,,,,,,,,4,,82,89,91,89,91,91,89,87,96,94,87,100,87,96,97,88.2,90,95,MA0840,SC0840,EN0810,MA1010,SC1010,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP20,ENAP11,MA1240,SC1210,ENAP12,92,87,82,82,89,89,87,,,94,93,89,89,91,,87,87,96,,,96,87,91,91,96,100,97,100,97
Male,White/No,English,12,BL,2014,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,91,85,80,86,87,82,88,83,84,72,80,0,55,87,65.4,78.4,84.4,MA0840,SC0810,EN0810,MA1010,SC0910,EN0910,MA1110,SC1010,EN1010,MA1210,SC1110,EN1110,MAAP30,SCAP30,EN1210,94,87,81,81,80,82,84,,,88,86,91,86,88,,72,,,,,89,85,85,87,83,80,87,,
Male,White/No,English,12,GC,2007,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,83,80,76,77,80,78,80,73,74,74,83,77,82,82,79.8,79.2,79.6,1708,1205,1003,311,211,11,314,220,21,339,231,31,319P,240,41,82,77,72,76,78,74,77,,,81,79,83,77,80,,74,,82,,,87,79,80,80,73,83,82,,
Female,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,91,89,88,82,90,82,93,93,95,86,85,87,93,89.2,88.4,89,1307,1204,1003,310,221,10,341,237,21,319P,240,31,MAAP10,SCAP40,EN1210,92,90,89,89,90,,93,85,,90,95,90,90,88,,82,,95,,87,88,89,91,82,93,86,93,,
Female,White/No,English,6,JG,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,92,,,,,,,,,,,94,,,,,,,,
Male,Multiracial/No,English,12,BL,2010,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Local Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,72,65,71,70,68,67,65,68,,51,75,,71,69,69,65.8,,1205,1700,348,210P,13P,MA0045,SC1020,EN1020,MA0005,,EN1110,MA0080,,EN1220,,,54,,,,,,,,,69,,67,,,,,,,,,73,70,65,51,71,,
Male,White/No,English,12,,,Croton Falls,NY,10519,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2014,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,97,95,93,95,96,93,92,96,90,90,96,93,96,98,92.4,94,96.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP30,SCAP40,ENAP12,97,96,93,93,93,93,,90,,96,92,97,97,95,,92,90,,,96,96,94,95,96,96,96,98,96,98
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,JD,2020,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,9W60YV1V,9W60YV1V,,,,,,,,,,,3,2,,,,,,,,,,,,,78,92,90,81,87,87,71,88,85,99,91,94,92,89,100,84.2,89.4,91.2,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA1010,SC1010,EN1040,MA1170,SC1110,ENAP11,MA1176,SC1210,ENAP12,81,80,78,81,71,,,,,83,86,92,87,88,,91,,89,,,83,82,90,87,85,94,100,94,100
Female,White/No,English,12,BL,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,39622980,75540841,,,,,4,,,,,,,,3,3,4,,,,,,,,,3,,,95,97,96,93,95,97,86,90,97,93,93,98,87,98,100,90.8,94.6,97.6,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MA1240,SCAP30,ENAP11,MAAP10,SC0050,ENAP12,92,95,95,95,93,86,93,87,,96,95,97,97,95,,90,,,,,97,94,96,97,97,98,100,98,100
Male,White/Yes,English,12,GC,2010,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,87,78,70,77,75,58,65,65,73,88,85,70.25,79.25,75.75,,,,347,211,11P,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,,,,,70,70,73,,,,,87,87,77,,65,,88,,,,,,78,75,65,85,,
Female,White/No,English,12,GC,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,93,92,84,91,85,90,93,93,,85,97,94,92,97,88,90.8,92.8,1306,1205,1003,316,211,10,337,221,20,,237,35,329,240,40P,,,84,,84,90,,,,,,93,91,93,,85,,92,,,,,92,85,93,,97,,97
Male,Multiracial/Yes,English,12,JD,2019,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,91,78,73,84,70,57,86,69,84,75,79,75,89,84,72.4,85,76,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1170,SC1110,EN1110,MA1176,SC1210,EN1210,82,79,73,73,57,,,,,86,85,91,84,86,,75,,89,,,80,70,78,70,69,79,84,,
Female,White/No,English,12,BL,2017,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,71195546,39610329,,,,,3,,,,,,,,,3,4,,,3,,,,,,,,,2,89,91,95,80,91,89,86,85,97,90,86,97,86,96,99,86.2,89.8,95.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP10,ENAP11,MA1240,SC1210,ENAP12,91,92,89,89,80,86,86,,,90,93,91,91,91,86,85,,96,,,93,90,95,89,97,97,99,97,99
Female,White/No,English,12,BL,2014,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,92,94,83,84,93,80,78,96,80,95,94,77,90,97,81.4,87.8,94.8,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1110,EN1040,MA1210,SC1210,ENAP11,MAAP30,SC0050,ENAP12,91,91,87,87,83,80,80,,,85,87,92,92,84,,78,,95,,,95,90,94,93,96,94,97,94,97
Female,White/No,English,8,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2012,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,92,79,85,80,83,80,93,86,97,97,80,96,97,82.6,88.6,91.8,MA0840,SC0840,EN0810,MA1010,SC1010,EN0940,MA1110,SC1110,EN1010,MA1210,SC1210,ENAP11,MAAP30,SC0073,ENAP12,88,84,85,85,79,83,86,,,86,88,85,85,85,,80,,97,,,87,86,92,80,93,97,97,97,97
